Super Pink,323,48,81
Tan,34,33,82
Tangelo,19,100,98
Tangerine,33,100,95
Tangerine Yellow,48,100,100
Tango Pink,355,50,89
Taupe,27,31,28
Taupe Gray,320,4,55
Tea Green,100,20,94
Tea Rose,5,51,97
Tea Rose,0,20,96
Teal,180,100,50
Teal Blue,194,60,53
Teal Deer,140,33,90
Teal Green,179,100,51
Telemagenta,334,75,81
Tenné,25,100,80
Terra Cotta,10,60,89
Thistle,300,12,85
Thulian Pink,333,50,87
Tickle Me Pink,342,46,99
Tiffany Blue,178,95,73
Tiger's Eye,30,73,88
Timberwolf,33,4,86
Titanium Yellow,58,100,93
Tomato,9,72,100
Toolbox,246,44,75
Topaz,35,51,100
Tractor Red,350,94,99
Trolley Grey,—,0,50
Tropical Rain Forest,168,100,46
Tropical Violet,282,26,87
True Blue,207,100,81
Tufts Blue,212,66,76
Tulip,357,47,100
Tumbleweed,24,39,87
Turkish Rose,347,37,71
Turquoise,174,71,88
Turquoise Blue,176,100,100
Turquoise Green,142,25,84
Tuscan,35,34,98
Tuscan Brown,25,50,44
Tuscan Red,0,42,49
Tuscan Tan,26,45,65
Tuscany,0,20,75
Twilight Lavender,329,47,54
Tyrian Purple,325,98,40
UA Blue,222,100,67
UA Red,339,100,85
Ube,253,38,76
UCLA Blue,221,44,58
UCLA Gold,42,100,100
UFO Green,141,71,82
Ultramarine,244,93,56
Ultramarine Blue,228,73,96
Ultra Pink,300,56,100
Ultra Red,350,57,99
Umber,21,28,39
Unbleached Silk,22,21,100
United Nations Blue,216,60,90
University Of California Gold,40,79,72
Unmellow Yellow,60,60,100
UP Forest Green,149,99,27
UP Maroon,359,86,48
Upsdell Red,356,82,68
Urobilin,44,85,88
USAFA Blue,209,100,60
USC Cardinal,0,100,60
USC Gold,48,100,100
University Of Tennessee Orange,31,100,97
Utah Crimson,342,100,83
Vanilla,48,30,95
Vanilla Ice,344,41,95
Vegas Gold,50,55,77
Venetian Red,356,96,78
Verdigris,177,63,70
Vermilion,5,77,89
Vermilion,8,86,85
Veronica,277,87,94
Very Light Azure,208,54,98
Very Light Blue,240,60,100
Very Light Malachite Green,135,57,91
Very Light Tangelo,25,53,100
Very Pale Orange,30,25,100
Very Pale Yellow,60,25,100
Violet,274,100,100
Violet (Color Wheel),270,100,100
Violet (RYB),286,99,69
Violet (Web),300,45,93
Violet-Blue,229,72,70
Violet-Red,336,66,97
Viridian,161,51,51
Viridian Green,181,100,60
Vista Blue,218,43,85
Vivid Amber,45,100,80
Vivid Auburn,2,75,57
Vivid Burgundy,349,82,62
Vivid Cerise,328,87,85
Vivid Cerulean,197,100,93
Vivid Crimson,345,100,80
Vivid Gamboge,36,100,100
Vivid Lime Green,74,96,84
Vivid Malachite,135,100,80
Vivid Mulberry,288,95,89
Vivid Orange,22,100,100
Vivid Orange Peel,18,100,100
Vivid Orchid,288,100,100
Vivid Raspberry,335,100,100
Vivid Red,357,95,97
Vivid Red-Tangelo,20,84,87
Vivid Sky Blue,192,100,100
Vivid Tangelo,23,84,94
Vivid Tangerine,12,46,100
Vivid Vermilion,19,84,90
Vivid Violet,277,100,100
Vivid Yellow,53,99,100
Volt,72,100,100
Warm Black,180,100,25
Waterspout,184,34,98
Wenge,7,18,39
Wheat,39,27,96
White,—,0,100
White Smoke,—,0,96
Wild Blue Yonder,226,22,82
Wild Orchid,330,47,83
Wild Strawberry,329,74,100
Wild Watermelon,350,57,99
Willpower Orange,21,100,99
Windsor Tan,30,99,65
Wine,353,59,45
Wine Dregs,336,52,40
Wisteria,281,27,86
Wood Brown,33,45,76
Xanadu,136,14,53
Yale Blue,212,90,57
Yankees Blue,221,57,25
Yellow,60,100,100
Yellow (Crayola),50,48,99
Yellow (Munsell),51,100,94
Yellow (NCS),50,100,100
Yellow (Pantone),53,100,100
Yellow (Process),56,100,100
Yellow (RYB),60,80,100
Yellow-Green,80,76,80
Yellow Orange,34,74,100
Yellow Rose,56,100,100
Zaffre,233,100,66
Zinnwaldite Brown,23,82,17
Zomp,166,66,65
